Index,CO,NO2,O3,SO2,PM2.5
2471,0.7,20.0,190.0,10.0,109.0
2472,0.7,21.0,170.0,10.0,108.0
2473,0.7,24.0,140.0,9.0,97.0
2474,0.7,26.0,121.0,10.0,92.0
2475,0.7,25.0,113.0,9.0,104.0
2476,0.7,24.0,105.0,8.0,99.0
2477,0.8,26.0,100.0,6.0,121.0
2478,0.7,24.0,100.0,6.0,112.0
2479,0.6,21.0,134.0,11.0,92.0
2480,0.6,20.0,159.0,15.0,91.0
2481,0.7,19.0,197.0,18.0,94.0
2482,0.7,19.0,232.0,18.0,93.0
2483,0.8,17.0,279.0,16.0,101.0
2484,0.9,14.0,314.0,17.0,91.0
2485,0.9,12.0,325.0,15.0,89.0
2486,0.8,10.0,327.0,10.0,81.0
2487,0.7,11.0,317.0,8.0,76.0
2488,0.8,16.0,298.0,7.0,100.0
2489,1.0,19.0,260.0,6.0,136.0
2490,0.7,11.0,217.0,4.0,109.0
2491,0.6,8.0,172.0,2.0,3.0
2492,0.6,7.0,158.0,2.0,3.0
2493,0.6,7.0,137.0,2.0,3.0
2494,0.5,9.0,120.0,2.0,3.0
2495,0.5,5.0,139.0,2.0,3.0
2496,0.5,7.0,116.0,2.0,3.0
2497,0.6,11.0,103.0,2.0,3.0
2498,0.6,8.0,97.0,2.0,3.0
2499,0.5,10.0,93.0,2.0,3.0
2500,0.5,9.0,94.0,3.0,3.0
2501,0.5,9.0,89.0,3.0,3.0
2502,0.5,9.0,100.0,7.0,3.0
2503,0.5,7.0,142.0,10.0,53.0
2504,0.4,6.0,148.0,4.0,64.0
2505,0.4,6.0,158.0,3.0,44.0
2506,0.3,6.0,173.0,2.0,3.0
2507,0.4,8.0,196.0,2.0,26.0
2508,0.4,10.0,209.0,2.0,25.0
2509,0.5,12.0,202.0,2.0,58.0
2510,0.5,12.0,213.0,2.0,59.0
2511,0.5,12.0,194.0,2.0,59.0
2512,0.4,10.0,171.0,2.0,59.0
2513,0.4,9.0,156.0,2.0,32.0
2514,0.4,9.0,132.0,2.0,67.0
2515,0.4,10.0,116.0,2.0,81.0
2516,0.4,10.0,121.0,2.0,72.0
2517,0.5,10.0,101.0,2.0,76.0
2518,0.5,10.0,93.0,2.0,78.0
2519,0.5,12.0,68.0,2.0,68.0
2520,0.5,12.0,69.0,2.0,80.0
2521,0.5,14.0,54.0,2.0,83.0
2522,0.5,18.0,58.0,2.0,76.0
2523,0.6,16.0,91.0,2.0,85.0
2524,0.6,14.0,117.0,2.0,90.0
2525,0.4,18.0,76.0,3.0,36.0
2526,0.5,17.0,100.0,2.0,33.0
2527,0.5,15.0,136.0,2.0,32.0
2528,0.6,13.0,166.0,2.0,43.0
2529,0.8,16.0,210.0,4.0,47.0
2530,0.8,16.0,227.0,4.0,44.0
2531,0.7,11.0,229.0,3.0,40.0
2532,0.7,12.0,239.0,4.0,40.0
2533,0.8,14.0,218.0,4.0,49.0
2534,0.9,18.0,212.0,3.0,52.0
2535,0.9,21.0,211.0,3.0,54.0
2536,1.0,21.0,198.0,2.0,56.0
2537,0.7,19.0,164.0,2.0,54.0
2538,0.5,13.0,160.0,2.0,61.0
2539,0.5,15.0,147.0,2.0,58.0
2540,0.5,16.0,138.0,2.0,63.0
2541,0.5,16.0,137.0,2.0,55.0
2542,0.5,14.0,133.0,2.0,55.0
2543,0.5,13.0,128.0,2.0,54.0
2544,0.5,11.0,141.0,2.0,59.0
2545,0.5,11.0,133.0,2.0,59.0
2546,0.5,11.0,130.0,2.0,62.0
2547,0.6,12.0,130.0,2.0,53.0
2548,0.6,10.0,124.0,3.0,51.0
2549,0.5,7.0,120.0,2.0,56.0
2550,0.5,5.0,135.0,2.0,53.0
2551,0.5,6.0,135.0,2.0,52.0
2552,0.5,7.0,128.0,3.0,55.0
2553,0.5,7.0,127.0,2.0,51.0
2554,0.5,8.0,122.0,3.0,61.0
2555,0.5,8.0,115.0,3.0,59.0
2556,0.5,7.0,116.0,3.0,63.0
2557,0.6,8.0,106.0,2.0,62.0
2558,0.6,8.0,104.0,3.0,65.0
2559,0.6,7.0,116.0,3.0,65.0
2560,0.6,6.0,129.0,2.0,61.0
2561,0.5,5.0,141.0,3.0,70.0
2562,0.5,5.0,136.0,2.0,67.0
2563,0.5,6.0,128.0,2.0,63.0
2564,0.5,5.0,127.0,2.0,62.0
2565,0.5,6.0,125.0,2.0,62.0
2566,0.5,6.0,121.0,2.0,68.0
2567,0.5,6.0,121.0,2.0,53.0
2568,0.6,6.0,118.0,2.0,56.0
2569,0.6,7.0,110.0,2.0,63.0
2570,0.6,8.0,100.0,2.0,70.0
2571,0.6,8.0,100.0,2.0,63.0
2572,0.6,7.0,118.0,2.0,46.0
2573,0.4,11.0,106.0,2.0,11.0
2574,0.4,11.0,95.0,2.0,10.0
2575,0.4,11.0,94.0,2.0,10.0
2576,0.4,11.0,92.0,2.0,18.0
2577,0.4,10.0,92.0,2.0,16.0
2578,0.4,16.0,68.0,2.0,20.0
2579,0.5,15.0,67.0,3.0,21.0
2580,0.4,17.0,56.0,4.0,21.0
2581,0.4,13.0,64.0,3.0,20.0
2582,0.4,10.0,84.0,2.0,16.0
2583,0.3,9.0,91.0,2.0,13.0
2584,0.3,9.0,88.0,2.0,10.0
2585,0.3,10.0,89.0,2.0,10.0
2586,0.3,10.0,102.0,3.0,14.0
2587,0.3,10.0,115.0,2.0,13.0
2588,0.3,10.0,114.0,2.0,10.0
2589,0.4,11.0,126.0,3.0,16.0
2590,0.4,12.0,129.0,4.0,19.0
2591,0.4,13.0,130.0,6.0,19.0
2592,0.4,13.0,136.0,5.0,15.0
2593,0.3,12.0,135.0,5.0,12.0
2594,0.3,11.0,137.0,3.0,12.0
2595,0.3,12.0,133.0,2.0,9.0
2596,0.3,12.0,117.0,2.0,8.0
2597,0.3,16.0,61.0,2.0,11.0
2598,0.3,14.0,62.0,2.0,11.0
2599,0.3,16.0,53.0,2.0,10.0
2600,0.3,16.0,51.0,2.0,10.0
2601,0.3,20.0,42.0,2.0,11.0
2602,0.3,24.0,33.0,2.0,16.0
2603,0.3,22.0,32.0,3.0,17.0
2604,0.3,14.0,29.0,2.0,12.0
2605,0.3,14.0,31.0,2.0,14.0
2606,0.3,14.0,36.0,2.0,16.0
2607,0.3,14.0,43.0,3.0,16.0
2608,0.3,11.0,65.0,3.0,17.0
2609,0.3,9.0,86.0,3.0,16.0
2610,0.3,8.0,110.0,2.0,14.0
2611,0.3,7.0,126.0,2.0,11.0
2612,0.3,7.0,144.0,2.0,11.0
2613,0.3,8.0,155.0,2.0,15.0
2614,0.3,10.0,166.0,2.0,17.0
2615,0.4,10.0,159.0,2.0,17.0
2616,0.4,9.0,122.0,2.0,7.0
2617,0.4,9.0,115.0,2.0,12.0
2618,0.4,10.0,133.0,2.0,10.0
2619,0.4,10.0,125.0,2.0,11.0
2620,0.4,10.0,105.0,2.0,12.0
2621,0.4,11.0,75.0,2.0,12.0
2622,0.4,13.0,56.0,2.0,12.0
2623,0.4,16.0,55.0,2.0,17.0
2624,0.4,12.0,62.0,2.0,18.0
2625,0.4,14.0,56.0,2.0,11.0
2626,0.4,22.0,37.0,2.0,19.0
2627,0.4,17.0,44.0,2.0,16.0
2628,0.3,17.0,40.0,2.0,14.0
2629,0.3,14.0,41.0,3.0,14.0
2630,0.3,15.0,45.0,3.0,15.0
2631,0.3,11.0,53.0,4.0,16.0
2632,0.3,9.0,75.0,3.0,13.0
2633,0.3,6.0,103.0,3.0,14.0
2634,0.3,5.0,117.0,2.0,16.0
2635,0.3,4.0,128.0,2.0,15.0
2636,0.3,4.0,137.0,2.0,15.0
2637,0.3,14.0,224.0,2.0,25.0
2638,0.4,14.0,240.0,2.0,29.0
2639,0.4,16.0,208.0,2.0,29.0
2640,0.4,16.0,179.0,2.0,33.0
2641,0.4,16.0,142.0,2.0,34.0
2642,0.5,14.0,120.0,2.0,29.0
2643,0.4,12.0,95.0,2.0,29.0
2644,0.5,9.0,95.0,2.0,25.0
2645,0.5,9.0,61.0,2.0,30.0
2646,0.5,7.0,69.0,2.0,30.0
2647,0.6,11.0,70.0,2.0,33.0
2648,0.7,10.0,81.0,2.0,44.0
2649,0.7,10.0,93.0,3.0,42.0
2650,0.8,8.0,111.0,5.0,43.0
2651,1.1,11.0,209.0,12.0,84.0
2652,1.1,8.0,242.0,13.0,86.0
2653,1.2,8.0,270.0,14.0,83.0
2654,1.4,8.0,295.0,15.0,83.0
2655,1.4,10.0,323.0,15.0,94.0
2656,1.1,10.0,339.0,11.0,91.0
2657,0.9,8.0,339.0,9.0,78.0
2658,0.8,8.0,330.0,6.0,68.0
2659,0.8,11.0,305.0,5.0,64.0
2660,0.8,10.0,270.0,4.0,64.0
2661,1.1,11.0,291.0,6.0,88.0
2662,1.1,11.0,268.0,8.0,95.0
2663,1.0,12.0,219.0,8.0,83.0
2664,0.9,10.0,172.0,6.0,72.0
2665,0.9,10.0,145.0,4.0,66.0
2666,0.9,8.0,130.0,5.0,65.0
2667,0.9,8.0,112.0,5.0,60.0
2668,0.9,7.0,83.0,2.0,70.0
2669,0.9,6.0,71.0,2.0,71.0
2670,0.9,6.0,64.0,3.0,66.0
2671,0.8,6.0,90.0,4.0,70.0
2672,0.8,5.0,101.0,6.0,65.0
2673,0.9,4.0,122.0,8.0,66.0
2674,1.0,5.0,159.0,14.0,83.0
2675,1.2,20.0,226.0,14.0,106.0
2676,1.3,21.0,235.0,13.0,116.0
2677,1.6,20.0,280.0,15.0,122.0
2678,1.7,19.0,312.0,18.0,119.0
2679,1.6,18.0,327.0,18.0,110.0
2680,1.6,18.0,329.0,14.0,115.0
2681,1.6,17.0,327.0,14.0,117.0
2682,1.6,16.0,316.0,12.0,120.0
2683,1.6,17.0,262.0,7.0,110.0
2684,1.5,19.0,197.0,3.0,116.0
2685,1.5,17.0,197.0,4.0,113.0
2686,1.4,15.0,206.0,4.0,110.0
2687,1.3,16.0,201.0,6.0,113.0
2688,1.2,15.0,171.0,3.0,112.0
2689,1.2,14.0,168.0,4.0,115.0
2690,1.3,15.0,188.0,7.0,135.0
2691,1.4,21.0,167.0,7.0,154.0
2692,1.4,21.0,156.0,7.0,160.0
2693,1.1,14.0,130.0,4.0,113.0
2694,1.1,13.0,144.0,5.0,94.0
2695,1.5,17.0,160.0,12.0,143.0
2696,1.8,22.0,183.0,15.0,165.0
2697,1.6,19.0,213.0,13.0,148.0
2698,1.5,15.0,245.0,11.0,109.0
2699,1.5,16.0,279.0,14.0,91.0
2700,1.4,20.0,328.0,12.0,98.0
2701,1.2,20.0,343.0,10.0,89.0
2702,0.8,16.0,304.0,5.0,60.0
2703,0.7,16.0,221.0,3.0,31.0
2704,0.7,15.0,224.0,3.0,45.0
2705,0.8,17.0,207.0,3.0,44.0
2706,0.8,17.0,175.0,3.0,47.0
2707,0.8,22.0,161.0,3.0,55.0
2708,0.9,24.0,145.0,4.0,59.0
2709,0.9,18.0,148.0,4.0,58.0
2710,0.8,18.0,100.0,2.0,57.0
2711,0.9,18.0,83.0,2.0,61.0
2712,0.9,17.0,79.0,2.0,66.0
2713,0.9,16.0,76.0,2.0,68.0
2714,0.9,14.0,75.0,2.0,66.0
2715,0.9,12.0,92.0,3.0,66.0
2716,0.9,12.0,133.0,4.0,73.0
2717,0.9,10.0,167.0,4.0,71.0
2718,1.0,9.0,234.0,4.0,74.0
2719,1.1,20.0,383.0,5.0,83.0
2720,1.1,17.0,336.0,5.0,76.0
2721,1.1,17.0,290.0,3.0,72.0
2722,0.9,9.0,224.0,2.0,47.0
2723,0.8,6.0,196.0,2.0,25.0
2724,0.9,9.0,190.0,2.0,45.0
2725,0.9,11.0,182.0,2.0,56.0
2726,0.8,10.0,155.0,2.0,40.0
2727,0.7,13.0,136.0,2.0,28.0
2728,0.6,9.0,137.0,2.0,29.0
2729,0.7,9.0,132.0,2.0,32.0
2730,0.6,12.0,113.0,2.0,28.0
2731,0.6,18.0,105.0,2.0,27.0
2732,0.6,18.0,96.0,2.0,31.0
2733,0.7,15.0,98.0,2.0,32.0
2734,0.8,14.0,104.0,2.0,41.0
2735,0.8,13.0,117.0,2.0,46.0
2736,0.9,12.0,143.0,2.0,60.0
2737,1.0,11.0,182.0,2.0,74.0
2738,1.0,12.0,203.0,2.0,78.0
2739,1.0,12.0,242.0,2.0,79.0
2740,1.1,12.0,282.0,4.0,77.0
2741,1.0,13.0,303.0,3.0,79.0
2742,1.1,15.0,323.0,2.0,84.0
2743,1.0,17.0,329.0,2.0,89.0
2744,1.0,15.0,302.0,2.0,83.0
2745,1.0,15.0,278.0,2.0,85.0
2746,1.0,16.0,227.0,2.0,88.0
2747,1.0,18.0,199.0,2.0,92.0
2748,1.1,18.0,212.0,2.0,97.0
2749,0.6,12.0,141.0,2.0,23.0
2750,0.6,13.0,127.0,2.0,23.0
2751,0.6,13.0,122.0,2.0,22.0
2752,0.5,12.0,121.0,2.0,29.0
2753,0.5,12.0,101.0,2.0,21.0
2754,0.5,8.0,93.0,2.0,26.0
2755,0.6,9.0,90.0,2.0,23.0
2756,0.6,9.0,84.0,2.0,25.0
2757,0.6,8.0,86.0,2.0,28.0
2758,1.4,14.0,248.0,2.0,59.0
2759,1.7,14.0,215.0,2.0,95.0
2760,1.8,13.0,175.0,2.0,137.0
2761,1.5,12.0,138.0,2.0,142.0
2762,0.7,10.0,146.0,2.0,39.0
2763,0.5,9.0,138.0,2.0,28.0
2764,0.5,9.0,133.0,2.0,29.0
2765,0.5,7.0,130.0,2.0,25.0
2766,0.5,8.0,112.0,2.0,24.0
2767,0.5,8.0,100.0,2.0,22.0
2768,0.5,8.0,101.0,2.0,21.0
2769,0.6,8.0,106.0,2.0,32.0
2770,0.6,10.0,105.0,2.0,33.0
2771,0.6,7.0,134.0,2.0,33.0
2772,0.5,6.0,148.0,2.0,25.0
2773,0.5,5.0,156.0,2.0,27.0
2774,0.5,4.0,159.0,2.0,23.0
2775,0.5,3.0,148.0,2.0,12.0
2776,0.4,3.0,138.0,2.0,22.0
2777,0.4,3.0,128.0,2.0,11.0
2778,0.4,4.0,142.0,2.0,8.0
2779,0.4,6.0,158.0,2.0,15.0
2780,0.5,9.0,152.0,2.0,17.0
2781,0.5,12.0,125.0,2.0,13.0
2782,0.5,12.0,100.0,2.0,17.0
2783,0.5,11.0,98.0,2.0,15.0
2784,0.5,11.0,95.0,2.0,13.0
2785,0.5,16.0,89.0,2.0,18.0
2786,0.5,17.0,88.0,2.0,19.0
2787,0.5,13.0,104.0,2.0,17.0
2788,0.5,12.0,111.0,2.0,21.0
2789,0.5,19.0,65.0,2.0,19.0
2790,0.5,14.0,83.0,2.0,28.0
2791,0.5,16.0,82.0,2.0,24.0
2792,0.5,13.0,71.0,3.0,17.0
2793,0.4,11.0,76.0,3.0,18.0
2794,0.4,10.0,97.0,2.0,20.0
2795,0.5,9.0,134.0,2.0,20.0
2796,0.5,8.0,160.0,3.0,13.0
2797,0.5,7.0,169.0,2.0,24.0
2798,0.5,6.0,164.0,3.0,13.0
2799,0.6,6.0,186.0,3.0,18.0
2800,0.6,7.0,198.0,3.0,16.0
2801,0.7,8.0,173.0,2.0,30.0
2802,0.8,10.0,211.0,2.0,35.0
2803,0.8,10.0,230.0,4.0,40.0
2804,0.9,10.0,222.0,4.0,49.0
2805,0.9,10.0,195.0,2.0,52.0
2806,1.1,15.0,213.0,2.0,71.0
2807,1.1,15.0,230.0,2.0,82.0
2808,1.1,15.0,173.0,2.0,89.0
2809,1.2,14.0,185.0,2.0,92.0
2810,1.3,14.0,191.0,2.0,97.0
2811,1.3,14.0,193.0,2.0,101.0
2812,1.3,13.0,178.0,2.0,102.0
2813,1.4,11.0,161.0,2.0,109.0
2814,1.4,10.0,147.0,2.0,106.0
2815,1.3,10.0,147.0,2.0,98.0
2816,1.2,10.0,140.0,2.0,83.0
2817,1.3,11.0,137.0,2.0,91.0
2818,1.1,13.0,142.0,2.0,77.0
2819,0.9,15.0,167.0,2.0,61.0
2820,0.8,14.0,199.0,2.0,48.0
2821,0.8,12.0,224.0,5.0,49.0
2822,0.9,12.0,243.0,6.0,46.0
2823,0.9,13.0,266.0,4.0,61.0
2824,0.9,14.0,290.0,5.0,52.0
2825,0.8,11.0,264.0,3.0,48.0
2826,0.8,10.0,269.0,2.0,49.0
2827,0.9,10.0,262.0,2.0,49.0
2828,1.0,11.0,262.0,2.0,64.0
2829,1.0,10.0,252.0,2.0,68.0
2830,0.9,10.0,244.0,2.0,68.0
2831,0.9,13.0,216.0,2.0,80.0
2832,0.9,13.0,199.0,2.0,81.0
2833,0.8,12.0,178.0,2.0,80.0
2834,0.8,10.0,154.0,2.0,74.0
2835,0.7,11.0,141.0,2.0,73.0
2836,0.7,10.0,131.0,2.0,68.0
2837,0.6,13.0,95.0,2.0,65.0
2838,0.6,16.0,78.0,2.0,66.0
2839,0.6,19.0,70.0,2.0,59.0
2840,0.6,17.0,80.0,2.0,55.0
2841,0.5,15.0,112.0,2.0,56.0
2842,0.6,17.0,123.0,2.0,61.0
2843,0.6,13.0,135.0,2.0,62.0
2844,0.4,9.0,195.0,5.0,50.0
2845,0.4,11.0,186.0,3.0,46.0
2846,0.4,13.0,180.0,2.0,47.0
2847,0.4,13.0,162.0,2.0,55.0
2848,0.4,16.0,149.0,2.0,50.0
2849,0.4,16.0,152.0,2.0,60.0
2850,0.5,17.0,169.0,2.0,56.0
2851,0.5,16.0,145.0,2.0,57.0
2852,0.3,15.0,129.0,2.0,46.0
2853,0.1,7.0,155.0,2.0,16.0
2854,0.2,9.0,147.0,2.0,24.0
2855,0.2,10.0,141.0,2.0,24.0
2856,0.1,12.0,126.0,2.0,15.0
2857,0.1,13.0,115.0,2.0,18.0
2858,0.1,16.0,98.0,2.0,20.0
2859,0.1,18.0,99.0,2.0,18.0
2860,0.1,14.0,110.0,2.0,18.0
2861,0.1,12.0,128.0,2.0,18.0
2862,0.1,10.0,147.0,2.0,20.0
2863,0.1,10.0,151.0,2.0,21.0
2864,0.1,9.0,148.0,2.0,24.0
2865,0.2,10.0,122.0,2.0,23.0
2866,0.2,11.0,120.0,2.0,27.0
2867,0.2,10.0,135.0,2.0,26.0
2868,0.3,11.0,156.0,2.0,40.0
2869,0.4,10.0,160.0,2.0,43.0
2870,0.3,11.0,150.0,2.0,37.0
2871,0.3,12.0,165.0,2.0,33.0
2872,0.2,6.0,195.0,2.0,11.0
2873,0.2,6.0,180.0,2.0,11.0
2874,0.2,7.0,163.0,2.0,14.0
2875,0.2,8.0,147.0,2.0,14.0
2876,0.2,9.0,114.0,2.0,15.0
2877,0.2,10.0,91.0,2.0,19.0
2878,0.4,10.0,87.0,2.0,24.0
2879,0.4,11.0,78.0,2.0,16.0
2880,0.4,7.0,73.0,2.0,16.0
2881,0.4,7.0,71.0,3.0,15.0
2882,0.4,6.0,67.0,3.0,15.0
2883,0.5,6.0,71.0,8.0,16.0
2884,0.6,6.0,76.0,13.0,22.0
2885,0.4,2.0,78.0,2.0,14.0
2886,0.4,2.0,89.0,2.0,19.0
2887,0.5,2.0,116.0,2.0,21.0
2888,0.6,2.0,135.0,4.0,23.0
2889,0.5,2.0,139.0,2.0,19.0
2890,0.6,2.0,142.0,2.0,25.0
2891,0.6,2.0,156.0,2.0,22.0
2892,0.7,3.0,171.0,2.0,31.0
2893,0.7,4.0,163.0,2.0,34.0
2894,0.7,4.0,156.0,2.0,37.0
2895,0.7,7.0,158.0,2.0,39.0
2896,0.7,6.0,145.0,2.0,42.0
2897,0.7,6.0,120.0,2.0,45.0
2898,0.7,5.0,137.0,2.0,40.0
2899,0.7,5.0,82.0,2.0,37.0
2900,0.6,4.0,67.0,2.0,32.0
2901,0.6,2.0,71.0,2.0,37.0
2902,0.6,2.0,73.0,2.0,32.0
2903,0.6,2.0,73.0,2.0,35.0
2904,0.6,2.0,75.0,2.0,30.0
2905,0.6,2.0,69.0,2.0,29.0
2906,0.6,2.0,69.0,2.0,29.0
2907,0.6,2.0,76.0,2.0,41.0
2908,0.7,2.0,78.0,2.0,44.0
2909,0.7,2.0,110.0,2.0,41.0
2910,0.7,2.0,130.0,2.0,36.0
2911,0.7,2.0,137.0,2.0,30.0
2912,0.9,2.0,171.0,2.0,46.0
2913,1.2,2.0,195.0,4.0,70.0
2914,1.2,2.0,204.0,2.0,72.0
2915,1.2,2.0,213.0,2.0,73.0
2916,1.3,2.0,217.0,2.0,89.0
2917,1.2,2.0,188.0,2.0,77.0
2918,1.1,2.0,170.0,2.0,71.0
2919,1.2,2.0,171.0,2.0,70.0
2920,1.4,3.0,187.0,2.0,80.0
2921,1.5,7.0,156.0,2.0,88.0
2922,1.5,8.0,143.0,2.0,97.0
2923,1.0,5.0,124.0,2.0,75.0
2924,0.9,3.0,106.0,2.0,62.0
2925,0.7,2.0,84.0,2.0,51.0
2926,0.7,2.0,78.0,2.0,45.0
2927,0.7,2.0,75.0,2.0,44.0
2928,0.7,12.0,66.0,2.0,44.0
2929,0.7,11.0,60.0,2.0,40.0
2930,0.7,10.0,55.0,2.0,41.0
2931,0.7,10.0,70.0,2.0,46.0
2932,0.7,8.0,90.0,4.0,39.0
2933,0.8,7.0,111.0,3.0,46.0
2934,0.9,6.0,138.0,2.0,59.0
2935,0.9,9.0,133.0,3.0,57.0
2936,1.1,12.0,161.0,4.0,70.0
2937,1.5,13.0,160.0,4.0,88.0
2938,1.8,13.0,149.0,5.0,95.0
2939,1.9,14.0,148.0,5.0,89.0
2940,0.2,14.0,165.0,4.0,101.0
2941,2.2,26.0,134.0,4.0,91.0
2942,2.2,23.0,121.0,3.0,109.0
2943,2.2,20.0,95.0,3.0,116.0
2944,2.1,17.0,93.0,2.0,111.0
2945,1.9,14.0,88.0,2.0,99.0
2946,1.9,17.0,75.0,2.0,101.0
2947,1.9,21.0,61.0,2.0,105.0
2948,1.7,19.0,71.0,2.0,100.0
2949,1.7,16.0,58.0,2.0,100.0
2950,1.6,18.0,47.0,2.0,98.0
2951,1.6,18.0,47.0,2.0,97.0
2952,1.6,17.0,49.0,2.0,94.0
2953,1.6,14.0,60.0,2.0,89.0
2954,1.5,12.0,74.0,2.0,90.0
2955,1.4,11.0,87.0,3.0,84.0
2956,1.3,12.0,96.0,4.0,69.0
2957,1.1,13.0,98.0,4.0,65.0
2958,0.1,12.0,102.0,2.0,57.0
2959,0.9,8.0,104.0,2.0,41.0
2960,0.9,8.0,119.0,2.0,38.0
2961,0.8,2.0,112.0,2.0,86.0
2962,0.8,2.0,133.0,2.0,81.0
2963,0.7,3.0,156.0,2.0,67.0
2964,0.7,2.0,168.0,2.0,61.0
2965,0.7,2.0,180.0,2.0,64.0
2966,0.7,2.0,169.0,2.0,53.0
2967,0.7,9.0,167.0,2.0,44.0
2968,0.7,10.0,152.0,2.0,49.0
2969,0.8,13.0,140.0,2.0,56.0
2970,0.9,15.0,137.0,2.0,73.0
2971,0.1,15.0,136.0,2.0,79.0
2972,0.1,15.0,131.0,2.0,89.0
2973,0.1,17.0,136.0,2.0,87.0
2974,1.1,13.0,143.0,2.0,87.0
2975,1.1,12.0,126.0,2.0,89.0
2976,1.1,12.0,110.0,2.0,83.0
2977,1.1,12.0,113.0,2.0,88.0
2978,1.1,11.0,86.0,2.0,83.0
2979,0.1,11.0,89.0,2.0,88.0
2980,0.1,13.0,75.0,2.0,92.0
2981,0.1,12.0,82.0,2.0,95.0
2982,0.9,11.0,96.0,2.0,90.0
2983,0.9,5.0,97.0,2.0,87.0
2984,0.1,11.0,104.0,2.0,93.0
2985,0.1,10.0,113.0,2.0,92.0
2986,0.9,10.0,137.0,2.0,85.0
2987,0.1,11.0,139.0,2.0,98.0
2988,1.1,11.0,155.0,2.0,97.0
2989,1.1,11.0,159.0,2.0,99.0
2990,1.1,10.0,128.0,2.0,95.0
2991,1.1,11.0,146.0,2.0,110.0
2992,1.1,11.0,114.0,2.0,112.0
2993,0.8,9.0,140.0,2.0,62.0
2994,0.7,6.0,136.0,2.0,37.0
2995,0.7,6.0,154.0,2.0,36.0
2996,0.7,8.0,145.0,2.0,34.0
2997,0.7,7.0,139.0,2.0,36.0
2998,0.7,5.0,137.0,2.0,36.0
2999,0.7,7.0,127.0,2.0,35.0
3000,0.7,7.0,100.0,2.0,33.0
3001,0.7,6.0,106.0,2.0,37.0
3002,0.7,7.0,88.0,2.0,41.0
3003,0.5,7.0,59.0,2.0,18.0
3004,0.7,9.0,52.0,5.0,26.0
3005,0.6,8.0,55.0,3.0,21.0
3006,0.4,4.0,79.0,2.0,8.0
3007,0.4,5.0,72.0,2.0,6.0
3008,0.4,6.0,75.0,2.0,11.0
3009,0.4,4.0,84.0,2.0,5.0
3010,0.4,10.0,63.0,2.0,5.0
3011,0.5,11.0,67.0,2.0,8.0
3012,0.5,15.0,61.0,2.0,18.0
3013,0.5,17.0,57.0,2.0,18.0
3014,0.5,23.0,46.0,2.0,21.0
3015,0.5,28.0,32.0,2.0,27.0
3016,0.6,34.0,23.0,2.0,31.0
3017,0.5,31.0,22.0,2.0,36.0
3018,0.5,30.0,21.0,2.0,37.0
3019,0.6,30.0,17.0,2.0,32.0
3020,0.6,31.0,13.0,2.0,33.0
3021,0.6,34.0,10.0,2.0,34.0
3022,0.6,34.0,8.0,2.0,32.0
3023,0.6,31.0,9.0,2.0,35.0
3024,0.6,25.0,16.0,2.0,36.0
3025,0.5,16.0,19.0,2.0,30.0
3026,0.5,14.0,27.0,2.0,29.0
3027,0.4,11.0,49.0,2.0,17.0
3028,0.4,6.0,78.0,2.0,7.0
3029,0.4,6.0,81.0,2.0,16.0
3030,0.6,8.0,85.0,8.0,24.0
3031,0.5,7.0,90.0,6.0,21.0
3032,0.5,8.0,85.0,3.0,19.0
3033,0.6,9.0,80.0,3.0,19.0
3034,0.5,9.0,78.0,2.0,24.0
3035,0.5,7.0,84.0,2.0,23.0
3036,0.5,9.0,88.0,2.0,18.0
3037,0.5,10.0,81.0,2.0,21.0
3038,0.5,8.0,76.0,2.0,24.0
3039,0.5,7.0,71.0,2.0,23.0
3040,0.4,8.0,59.0,2.0,19.0
3041,0.5,9.0,59.0,2.0,20.0
3042,0.5,12.0,44.0,2.0,20.0
3043,0.4,2.0,47.0,3.0,21.0
3044,0.4,2.0,55.0,2.0,19.0
3045,0.4,2.0,72.0,2.0,23.0
3046,0.4,2.0,87.0,2.0,13.0
3047,0.4,2.0,93.0,2.0,13.0
3048,0.4,2.0,88.0,2.0,15.0
3049,0.4,2.0,73.0,2.0,13.0
3050,0.4,2.0,81.0,2.0,10.0
3051,0.4,2.0,87.0,2.0,20.0
3052,0.4,2.0,78.0,2.0,17.0
3053,0.4,2.0,86.0,2.0,19.0
3054,0.4,2.0,78.0,2.0,20.0
3055,0.4,2.0,84.0,2.0,20.0
3056,0.5,2.0,57.0,2.0,19.0
3057,0.5,2.0,44.0,2.0,20.0
3058,0.4,2.0,39.0,2.0,19.0
3059,0.4,2.0,34.0,2.0,17.0
3060,0.4,2.0,34.0,2.0,17.0
3061,0.4,2.0,35.0,2.0,15.0
3062,0.4,2.0,35.0,2.0,16.0
3063,0.4,2.0,32.0,2.0,14.0
3064,0.4,2.0,24.0,2.0,14.0
3065,0.4,2.0,20.0,3.0,15.0
3066,0.4,2.0,20.0,2.0,17.0
3067,0.4,2.0,29.0,2.0,18.0
3068,0.4,12.0,28.0,6.0,17.0
3069,0.4,11.0,31.0,7.0,17.0
3070,0.4,10.0,29.0,6.0,20.0
3071,0.4,7.0,37.0,6.0,17.0
3072,0.4,5.0,42.0,3.0,19.0
3073,0.4,5.0,38.0,3.0,23.0
3074,0.4,3.0,46.0,2.0,19.0
3075,0.3,2.0,59.0,2.0,11.0
3076,0.3,2.0,57.0,2.0,9.0
3077,0.3,2.0,51.0,2.0,17.0
